epoch,accuracy,loss,lr,val_accuracy,val_loss
57,0.9400668144226074,0.3791733980178833,5e-05,0.9513704776763916,0.2530657947063446
58,0.9414423108100891,0.35577693581581116,5e-05,0.9460654258728027,0.28429028391838074
59,0.9483199119567871,0.3571702837944031,5e-05,0.9490126967430115,0.2575189769268036
60,0.9504814147949219,0.33085790276527405,5e-05,0.9537282586097717,0.2385624349117279
61,0.9547062516212463,0.30697396397590637,5e-05,0.9501915574073792,0.2412184327840805
62,0.9515621662139893,0.3106844425201416,5e-05,0.9351606369018555,0.3245193660259247
63,0.9449793696403503,0.33200666308403015,5e-05,0.9342764616012573,0.30613386631011963
64,0.9445863366127014,0.3381633460521698,5e-05,0.9525493383407593,0.22624346613883972
65,0.9450775980949402,0.31683915853500366,5e-05,0.9454759955406189,0.2681087553501129
66,0.9428178668022156,0.3274557292461395,5e-05,0.9534335136413574,0.23378217220306396
67,0.946747899055481,0.3104509711265564,5e-05,0.9510757327079773,0.22903352975845337
68,0.9579485058784485,0.2660282254219055,5e-05,0.9519599080085754,0.21489037573337555
69,0.95726078748703,0.25423353910446167,5e-05,0.9496021270751953,0.22910740971565247
70,0.9536254405975342,0.26711219549179077,5e-05,0.9522546529769897,0.22331516444683075
71,0.9619768261909485,0.23793967068195343,5e-05,0.955496609210968,0.19905589520931244
72,0.9564747214317322,0.2586107850074768,5e-05,0.9537282586097717,0.20339170098304749
73,0.9576537609100342,0.2508774399757385,5e-05,0.9587385654449463,0.18806354701519012
74,0.95726078748703,0.2479637861251831,5e-05,0.9428234696388245,0.25742921233177185
